"Annex table 3. FDI instock, by region and economy, 1990–2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
El Salvador,  212.1,  237.3,  252.6,  255.0,  278.0,  293.0,  421.2,  480.3,1  583.9,1  799.7,1  973.1,2  252.1,3  133.7,3  275.4,3  655.5,4  166.5,4  407.8,5  958.4,6  862.4,7  695.6,7  283.6,7  494.9,8  174.5,8  240.8,8  461.7,8  971.8,9  046.7,9  384.1,9  665.6,9  980.8,9  395.3,9  902.0,10  099.9,10  841.4
Guatemala,1  734.2,1  824.6,1  918.7,2  061.2,2  126.3,2  201.6,2  278.4,2  362.9,3  035.7,3  190.3,3  419.9,3  918.4,4  123.7,4  387.0,4  683.0,3  319.2,3  897.8,4  617.6,3  442.0,3  721.0,4  554.2,5  880.5,7  070.6,9  093.9,10  871.5,12  228.4,13  850.5,15  098.8,15  587.2,16  669.9,17  573.5,21  367.0,22  408.8,24  079.9
Honduras,  292.9,  345.0,  392.6,  444.7,  486.2,  555.6,  645.6,  773.3,  872.3,1  109.6,1  391.6,1  584.6,1  760.2,2  007.4,2  270.1,2  869.8,3  538.9,4  466.5,5  472.8,5  981.7,6  950.9,7  965.3,9  023.8,10  083.5,11  500.9,12  704.4,13  843.8,15  019.6,15  981.4,16  479.4,16  898.0,17  636.7,18  556.9,19  633.4
Mexico,22  424.0,30  790.0,35  680.0,40  600.0,33  197.7,41  129.6,46  912.0,55  810.0,63  610.4,88  470.3,121  691.0,159  607.3,164  330.3,175  259.6,206  783.6,248  180.8,277  460.3,311  821.1,280  877.8,286  620.2,355  512.1,336  179.1,426  101.3,469  235.9,456  568.8,430  576.5,433  834.1,497  533.2,516  485.2,567  016.3,544  430.2,592  221.1,662  718.3,778  371.4
Nicaragua,  144.8,  186.8,  228.8,  268.8,  308.8,  384.2,  481.2,  653.3,  848.0,1  148.0,1  414.5,1  564.7,1  768.6,1  969.9,2  219.9,2  461.0,2  747.8,3  129.5,3  756.8,4  190.7,4  680.6,5  616.9,5  154.4,5  891.6,6  471.3,7  208.1,7  934.6,8  620.2,9  056.4,9  239.5,9  986.0,11  206.1,12  499.9,13  730.0
Panama,2  274.9,2  383.4,2  527.9,2  697.4,3  099.0,3  244.6,3  660.1,4  959.4,6  260.1,7  015.6,6  774.9,7  314.3,7  412.9,8  230.4,9  249.5,10  167.1,12  714.4,14  613.0,16  759.7,18  019.0,20  742.3,23  898.8,27  109.3,30  676.5,35  135.3,39  691.3,44  009.9,48  291.7,53  042.1,56  937.3,57  109.4,58  755.7,61  661.9,63  676.5
Caribbean,3  876.0,  808.5,1  347.8,1  916.3,2  771.0,3  635.8,4  276.4,5  903.9,7  715.5,10  250.3,12  364.7,14  897.5,17  089.5,18  562.1,24  252.2,27  586.9,30  599.8,34  019.7,41  110.3,44  533.6,47  697.2,45  719.9,48  203.8,50  245.0,53  079.1,56  042.7,58  967.1,63  317.1,66  170.2,69  934.7,74  717.8,78  892.0,82  267.4,86  416.6
Antigua and Barbuda,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  503.3,  688.7,  803.3,  929.8,1  040.7,1  218.8,1  326.2,1  467.3,1  775.7,2  089.9,2  390.5
Barbados,  171.3,  178.7,  193.1,  202.5,  215.5,  227.2,  240.5,  255.3,  271.0,  288.4,  307.8,  326.3,  343.7,  465.4,  489.5,  617.0,  861.8,1  199.6,1  466.8,4  524.1,4  970.4,5  316.8,6  376.3,6  182.9,6  492.5,6  910.4,7  179.7,7  385.9,7  627.5,7  842.8,8  104.9,8  343.7,8  543.7,8  768.6
Dominica,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  264.2,  268.6,  274.7,  319.7,  343.0,  401.0,  460.1,  483.3,  511.5,  516.5,  537.2
Dominican Republic,  571.5,-2  824.9,-2  645.2,-2  455.9,-2  249.1,-1  834.8,-1  738.3,-1  317.7,-  617.9,  719.9,1  672.8,2  751.9,3  668.7,3  598.4,7  683.5,8  865.9,9  953.3,11  625.6,14  449.3,16  584.4,18  793.1,21  076.0,24  200.3,26  107.9,28  305.9,30  558.0,32  952.9,36  501.5,39  105.5,42  126.7,44  686.3,47  883.1,51  981.9,56  372.1
Grenada,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  502.9,  594.2,  800.5,  918.6,1  071.8,1  289.8,1  537.8,1  641.5,1  837.2,1  989.5,2  153.3
Haiti,  148.8,  162.4,  160.6,  28.0,  25.2,  32.6,  36.7,  40.7,  51.5,  81.5,  94.7,  99.6,  105.3,  119.1,  124.5,  150.5,  311.1,  362.2,  391.7,  447.1,  624.8,  744.2,  900.2,1  060.5,1  159.5,1  265.2,1  370.1,1  745.0,1  850.0,1  925.0,1  940.5,1  991.8,2  031.2,2  063.2
Jamaica,  790.4,  961.6,1  152.0,1  291.2,1  420.9,1  568.3,1  752.0,1  955.3,2  324.4,2  848.1,3  316.9,3  930.8,4  409.6,5  130.3,5  731.9,6  918.5,7  800.7,8  667.2,10  103.8,10  627.5,10  855.2,11  110.4,12  119.0,12  663.8,13  245.9,14  170.9,15  098.9,15  987.7,16  762.3,17  427.8,17  692.9,18  013.3,18  332.1,18  762.9
Netherlands Antilles,  407.6,  441.0,  481.1,  492.1,  513.6,  363.6,  303.8,  287.5,  292.6,  277.8,  277.2,  339.7,  414.6,  425.5,  447.3,  489.2,  467.2,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0
Saint Kitts and Nevis,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,1  229.1,1  254.1,1  364.2,1  461.1,1  496.6,1  578.4,1  650.4,1  651.4,1  655.4,1  676.5,1  708.7
Saint Lucia,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  593.6,1  082.8,1  233.1,1  395.8,1  483.3,1  531.8,1  598.7,1  718.5,1  828.0,1  865.0,2  003.7
Saint Vincent and the Grenadines,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  857.2,  831.8,  956.1,1  026.2,1  190.7,1  230.6,1  299.4,1  364.6,1  527.5,1  601.3,1  682.7
Trinidad and Tobago,2  365.3,2  509.4,2  680.4,3  053.0,3  574.0,3  869.7,4  226.0,5  225.6,5  957.5,6  600.8,7  280.3,8  115.2,8  905.9,9  714.2,10  712.3,11  652.0,12  534.7,13  364.7,16  165.5,16  874.6,17  424.0,12  789.4,10  984.3,10  412.8,10  367.8,10  048.6,9  545.2,9  082.9,8  452.4,8  455.3,10  398.2,11  003.8,9  922.2,9  218.5
Anguilla,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  340.1,  423.4,  525.6,  640.6,  742.0,  979.3,1  128.2,1  210.4,1  281.2,1  381.7,1  527.9
Aruba,  145.2,  329.9,  313.6,  306.8,  248.0,  249.1,  333.6,  529.5,  613.1,1  288.5,1  160.6,  893.6,1  225.8,1  386.0,1  879.9,2  383.2,3  743.0,4  178.2,4  526.8,4  440.2,4  567.0,5  064.8,3  510.9,3  736.8,3  974.7,4  049.7,4  070.9,4  166.4,4  281.1,4  144.4,4  277.4,4  425.2,4  686.2,4  508.3
Bahamas (the),  585.8,  584.5,  584.8,  611.9,  635.3,  742.1,  829.9,1  039.9,1  886.9,2  668.8,3  865.0,4  452.0,4  218.7,4  932.0,5  735.7,6  790.0,8  282.1,9  904.9,11  417.2,12  062.9,13  160.1,14  568.9,15  602.4,17  192.8,20  743.8,21  456.4,22  715.9,23  617.4,24  564.8,25  175.7,26  072.5,27  257.6,28  512.4,29  903.9
British Virgin Islands,  125.9,  130.8,-  0.4,  675.5,1  353.1,  776.3,1  885.9,5  522.5,14  300.1,22  215.5,30  288.8,34  080.0,39  531.9,49  192.0,77  501.7,70  359.1,82  388.2,119  551.3,172  105.8,214  318.7,265  782.7,427  654.1,493  138.8,588  507.9,628  765.3,740  836.9,796  224.0,817  471.5,865  169.8,909  346.0,950  876.1,990  237.6,1028  356.2,1068  245.6
Cayman Islands,1  749.1,1  740.5,1  768.0,2  227.8,2  694.8,2  745.2,3  976.9,7  127.7,11  481.8,17  957.7,27  316.4,29  449.5,32  252.5,34  855.0,38  558.5,48  065.0,72  885.9,101  096.5,120  652.2,140  950.2,161  916.2,193  048.1,214  537.7,249  445.7,295  486.3,375  987.8,434  803.4,449  976.8,470  657.6,498  822.7,522  443.8,548  336.9,572  926.9,601  061.0
Curaçao,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  235.6,  382.2,  437.4,  526.8,  592.6,  668.1,  735.2,1  221.3,1  394.0,1  592.9,1  087.0,  0.0,  973.9,  498.3,  940.2,1  080.9,1  235.5
Montserrat,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  18.1,  21.6,  22.8,  26.6,  30.0,  33.3,  32.6,  35.5,  37.7,  42.4,  49.3
Sint Maarten,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  98.0,  183.8,  223.5,  256.1,  518.0,  531.4,  477.2,  488.7,  485.0,  477.4,  411.5,  214.8,  315.4,  141.5,  173.0,  190.1,  223.7
Oceania,1  947.3,2  014.9,1  972.5,2  389.4,2  227.0,2  429.1,2  723.9,2  328.8,2  157.0,1  779.8,1  853.6,1  834.0,2  003.6,2  570.7,3  128.0,3  277.4,5  149.4,6  701.1,9  494.6,11  332.5,14  693.5,18  158.1,21  833.5,23  950.0,24  367.0,23  809.0,24  512.8,27  520.3,27  225.2,28  234.8,30  686.3,30  529.1,31  592.7,32  060.3
Cook Islands,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  61.2,  72.9,  76.7,  108.1,  114.3,  137.7,  177.3,  181.2,  186.8
Fiji,  283.7,  283.8,  338.8,  419.3,  525.9,  583.5,  604.8,  559.0,  534.7,  398.9,  356.5,  364.1,  434.2,  570.9,  860.2,  937.6,1  447.0,2  032.2,2  390.6,2  564.0,2  962.9,3  191.5,3  531.8,3  530.2,3  745.3,3  701.8,4  080.4,4  625.1,4  889.2,5  206.2,5  730.4,5  914.4,5  754.8,5  854.8
Kiribati,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.7,  0.8,  1.2,  3.3,  5.6,  6.2,  8.2,  5.2,  10.4,  4.6,  4.9,  6.9,  4.9,  10.4,  10.2,  11.6,  13.3,  11.5,  10.3,  12.0,  10.5,  11.0,  13.2
Marshall Islands (the),  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  20.2,  23.9,  28.2,  30.6,  34.5,  41.2,  51.0,  65.1,  73.5,  124.8,  119.7,  121.5,  184.3,  214.2,  227.9,  172.2,  184.9,  187.9,  201.7,  205.9,  154.1,  167.2,  169.8,  163.7
"Micronesia, Federated States of",  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  6.6,  6.9,  5.7,  5.1,  195.5,  235.3,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0
Palau,  2.0,  3.0,  4.0,  4.0,  4.0,  4.0,  4.0,  4.0,  4.0,  4.0,  173.3,  171.9,  168.9,  173.5,  180.3,  184.0,  217.1,  221.3,  226.0,  228.7,  232.3,  239.7,  261.3,  280.3,  321.1,  360.7,  590.3,  634.2,  666.3,  711.0,  754.1,  785.5,  857.5,  905.3
Papua New Guinea,1  582.3,1  611.4,1  506.9,1  839.3,1  562.9,1  666.5,1  929.0,1  504.6,1  314.1,1  044.7,  935.5,  766.0,  745.4,  892.8,1  008.6,1  068.8,1  349.7,1  474.9,2  167.4,2  215.6,3  747.5,4  567.0,4  656.1,4  222.9,4  140.0,4  466.6,4  462.1,4  481.5,4  300.9,4  506.3,4  446.5,4  446.5,4  878.3,4  453.8
Samoa,  9.1,  12.3,  17.3,  22.3,  25.3,  28.8,  29.9,  49.9,  52.9,  52.2,  76.8,  72.2,  78.3,  93.6,  99.6,  100.0,  125.6,  138.9,  167.3,  205.4,  219.7,  232.6,  261.1,  267.9,  281.1,  288.8,  292.9,  310.3,  313.7,  308.8,  325.4,  324.7,  317.7,  315.0
Solomon Islands,  0.0,  0.0,  0.0,  0.0,  0.0,  34.4,  40.3,  74.2,  83.0,  92.9,  105.9,  96.6,  96.2,  94.4,  100.1,  118.7,  186.4,  271.2,  332.4,  378.2,  551.8,  732.3,  689.9,  759.4,  781.8,  536.7,  533.4,  594.7,  576.2,  600.8,  600.9,  621.2,  652.1,  680.7
Tonga,  0.9,  1.2,  2.5,  4.6,  7.4,  8.4,  8.7,  8.7,  8.8,  9.7,  18.9,  26.6,  31.3,  37.5,  75.0,  87.9,  105.1,  129.1,  175.5,  195.5,  220.2,  264.0,  295.1,  346.5,  402.5,  65.8,  69.8,  65.6,  100.0,  95.6,  98.0,  100.5,  108.0,  132.4
Tuvalu,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  1.5,  4.1,  5.4,  5.4,  6.9,  6.5,  6.8,  7.1,  7.4,  7.7,  8.0,  8.3,  8.4,  8.6,  8.8,  9.0
Vanuatu,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  7.0,  27.3,  40.7,  61.0,  79.0,  98.7,  137.9,  168.1,  181.0,  256.9,  316.7,  331.6,  412.9,  454.0,  519.4,  608.1,  554.5,  508.1,  500.9,  518.4,  569.2,  572.9,  567.8,  615.5,  641.8,  635.7,  647.1
French Polynesia,  69.3,  103.1,  103.1,  99.9,  101.4,  103.5,  107.1,  121.4,  132.2,  136.6,  146.5,  170.1,  181.1,  239.3,  245.7,  253.5,  284.2,  342.4,  356.3,  378.2,  442.5,  573.0,  728.4,  827.6,  889.5,  915.5,  977.0,1  056.1,1  010.8,1  042.6,1  098.3,1  119.7,1  110.2,1  103.7
New Caledonia,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-  41.0,  62.6,  140.3,  298.9,  352.5,  298.9,1  120.1,1  701.0,3  267.3,4  608.1,5  726.0,7  701.1,10  598.4,12  739.7,12  817.1,12  721.5,12  711.6,14  898.0,14  465.7,14  856.9,16  705.1,16  211.3,16  907.6,17  594.9
Memorandum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries (LDCs),11  018.8,12  497.7,13  942.1,15  625.7,16  665.4,18  544.5,20  737.2,24  144.6,28  779.0,32  665.9,35  969.1,40  769.3,46  780.4,57  947.8,67  796.5,70  995.3,80  394.4,92  441.5,106  218.8,121  669.7,161  402.5,191  401.4,220  477.9,234  438.4,248  346.5,277  055.7,295  707.8,325  475.9,345  450.6,362  119.7,382  377.2,411  253.4,429  955.2,459  109.3
Landlocked countries (LLCs),7  470.6,7  758.3,8  157.0,9  960.6,11  597.0,14  097.1,16  988.0,21  546.1,26  701.6,30  620.3,33  629.7,41  723.1,49  101.2,56  267.0,69  596.1,76  799.8,97  373.1,119  075.8,137  099.8,162  345.8,183  972.2,229  979.1,262  569.8,285  817.2,310  255.7,327  498.4,354  959.0,380  623.7,402  233.2,418  321.5,421  247.0,435  390.6,444  858.8,468  390.1
Small island developing states (SIDS),5  207.0,2  189.5,2  820.8,3  689.4,4  772.5,5  949.2,6  810.5,8  795.2,11  530.6,14  910.8,18  805.9,22  038.3,24  271.0,26  962.1,34  011.4,38  888.8,44  789.6,51  880.1,63  895.4,73  219.4,80  554.0,79  748.9,90  059.9,99  954.8,107  670.0,111  327.3,117  975.3,126  696.1,126  068.0,133  316.7,141  085.3,148  088.6,155  252.0,163  726.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: UNCTAD, FDI/MNE database (www.unctad.org/fdistatistics).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Totals exclude the financial centres in the Caribbean.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
